id;code;description;strengths;weaknesses;career_paths;recommended_majors;created_at;description_en;strengths_en;weaknesses_en;career_paths_en;recommended_majors_en
583d3c6d-ca31-4fe4-a325-65a59134f3aa;CIR;دماغك عبارة عن كمبيوتر. منظم، محلل، وعملي. تبحث عن الأخطاء في الأنظمة والبيانات والبرامج وتصلحها. لا مكان للعاطفة في عملك.;"[""تحليل البيانات الضخمة: القدرة على معالجة وتحليل كميات كبيرة من البيانات بكفاءة"",""اكتشاف الثغرات والأخطاء: القدرة على رصد المشكلات والأخطاء قبل أن تتفاقم"",""التفكير المنطقي المتسلسل: القدرة على التفكير بشكل منطقي ومنهجي خطوة بخطوة"",""الدقة المتناهية: القدرة على العمل بدقة عالية جداً مع الحد الأدنى من الأخطاء""]";"[""قد تميل للتحفظ المفرط في اتخاذ القرارات الجديدة"",""قد تواجه صعوبة في المخاطرة حتى لو كانت محسوبة"",""قد تجد صعوبة في التعامل مع الأفكار غير التقليدية"",""قد تحتاج لتطوير مهارات الانفتاح على التجارب الجديدة""]";"[""محلل نظم معلومات"",""مدقق مالي داخلي"",""مهندس ضبط جودة برمجيات"",""أخصائي أمن معلومات"",""خبير إكتواري""]";"[""نظم المعلومات الحاسوبية"",""المحاسبة"",""الرياضيات"",""أمن المعلومات"",""الهندسة الصناعية""]";2025-12-09 22:48:50.459082+00;;[];[];[];[]
4aef06f5-416e-4bce-85a3-6e3fbca52fb6;IAS;هذه الشخصية تعكس شخصية مهتمة بالبحث والتحليل، وفي الوقت نفسه تتمتع بالإبداع الفني والقدرة على التواصل والتفاعل الاجتماعي. تتميز بالفضول لفهم المفاهيم والتعبير عن الأفكار بطرق مبتكرة، مع القدرة على بناء علاقات اجتماعية قوية.;"[""الاستقصاء والتحليل: القدرة على البحث وجمع المعلومات وتحليلها بشكل دقيق لفهم الأسس والمفاهيم"",""الإبداع والفن: القدرة على التعبير عن الأفكار والمشاعر بشكل فني وإبداعي من خلال مختلف وسائل التعبير"",""التواصل الاجتماعي: القدرة على بناء علاقات قوية وفعّالة مع الآخرين والتفاعل معهم بشكل إيجابي"",""الفضول الفكري: الرغبة في فهم العالم من حولك واستكشاف أفكار جديدة""]";"[""قد تميل للتعالي الفكري في بعض المواقف مما قد يؤثر على علاقاتك مع الآخرين"",""قد تواجه صعوبة في التواصل مع أشخاص لا يشاركونك نفس الاهتمامات الفكرية"",""قد تجد صعوبة في التكيف مع البيئات غير المنظمة أو التي تفتقر للمنطق"",""قد تحتاج لتطوير مهارات الصبر عند التعامل مع المهام الروتينية المتكررة""]";"[""صحفي / محرر محتوى"",""طبيب نفسي"",""مدير متحف"",""مدرس لغة"",""باحث ثقافي / مدير مشاريع ثقافية""]";"[""التاريخ"",""علم النفس"",""علم المتاحف"",""اللغويات"",""دراسات ثقافية""]";2025-12-04 13:31:29.37474+00;;[];[];[];[]
454ff51b-7aec-45ce-b1c0-b165ecd92a32;CIS;تجمع وتنظم المعلومات وتتحقق منها لتقدمها للناس. أنت حارس المعرفة الذي يسهل على الباحثين والجمهور الوصول لما يريدون بدقة.;"[""تصنيف وفهرسة المعلومات: القدرة على تنظيم البيانات والمعلومات بشكل منهجي ودقيق"",""البحث العلمي الدقيق: القدرة على إجراء بحوث علمية شاملة ومنظمة"",""خدمة الباحثين: القدرة على مساعدة الآخرين في الوصول للمعلومات التي يحتاجونها"",""الأمانة العلمية: القدرة على التعامل مع المعلومات بنزاهة ومصداقية عالية""]";"[""قد تميل للتركيز على الكمال مما يؤخر إنجاز المهام"",""قد تواجه صعوبة في التفويض والثقة بقدرات الآخرين"",""قد تجد صعوبة في التعامل مع الأخطاء سواء منك أو من الآخرين"",""قد تحتاج لتطوير مهارات قبول النتائج الجيدة بدلاً من المثالية""]";"[""أمين مكتبة"",""أخصائي أرشيف إلكتروني"",""محرر ومراجع نصوص"",""باحث قانوني"",""محلل سياسات""]";"[""علم المعلومات والمكتبات"",""اللغات والترجمة"",""القانون"",""التاريخ"",""إدارة المعلومات""]";2025-12-09 22:48:50.459082+00;;[];[];[];[]
651867ad-6909-4b87-a9ed-2e6e3795bf66;ISC;توجد في هذه الشخصية ميزة تجمع بين القدرة على الاستكشاف والتحليل، والقدرة على التواصل والعمل الاجتماعي، مع التفضيل للأنشطة التي تتطلب التنظيم والبنية القائمة. إنها مزيج فريد يجمع بين الفضول الفكري والتواصل الاجتماعي والدقة التنظيمية.;"[""الاستقصاء والتحليل: القدرة على جمع المعلومات وتحليلها بشكل دقيق لفهم الأمور بعمق"",""التواصل الاجتماعي: القدرة على بناء العلاقات والتواصل مع الآخرين بشكل فعّال"",""التنظيم والهيكلة: القدرة على العمل ضمن الهياكل والبنى الموجودة بشكل منظم ومنتظم"",""الدقة والموثوقية: القدرة على إنجاز المهام بدقة والالتزام بالمواعيد""]";"[""قد تواجه صعوبة في التوازن بين القيم الاجتماعية والاستقصائية والتقليدية"",""قد يعيق الاهتمام بالعمل الاجتماعي قدرتك على التركيز بشكل كافٍ على الاستقصاء والتحليل"",""قد تواجه صعوبة في التكيف مع البيئات التي تتطلب المرونة والتغيير السريع"",""قد تميل للتردد في اتخاذ القرارات عندما تتعارض الجوانب المختلفة""]";"[""أخصائي الصحة العامة"",""مختص في التسويق الإجتماعي"",""محلل السياسات العامة"",""علم النفس المدرسي"",""العمل التطوعي""]";"[""إدارة شؤون الموظفين"",""تحليل البيانات والإحصاء"",""التخطيط العمراني"",""العلوم السياسية"",""التعليم الأساسي – التعليم المتوسط"",""علم الإجتماع""]";2025-12-04 13:31:29.37474+00;;[];[];[];[]
81ee848e-1bad-43a2-96ae-dfb2953a0ef5;RSI;هذه الشخصية تجمع بين القدرة على التعامل مع المهام العملية والملموسة، والقدرة على التواصل مع الآخرين وبناء العلاقات الاجتماعية، مع الفضول والقدرة على الاستقصاء والتحليل. من المحتمل أن تكون قادرًا على حل المشكلات وتحب العمل على حلول عملية بينما تكون واعيًا اجتماعيًا وترغب في إحداث فرق.;"[""القدرة على العمل العملي: القدرة على التعامل مع المشاكل والمهام بشكل فعّال وملموس"",""المهارات الاجتماعية: القدرة على بناء العلاقات والتواصل مع الآخرين بشكل فعّال"",""الفضول والاستقصاء: القدرة على جمع المعلومات وتحليلها بشكل دقيق لفهم الأمور بعمق"",""التعاون مع الآخرين: القدرة على العمل ضمن فريق وتقديم الدعم للزملاء""]";"[""قد تواجه صعوبة في التوازن بين القيم العملية والاجتماعية والاستقصائية"",""قد تواجه صعوبة في التكيف مع البيئات التي تتطلب مهارات اجتماعية قوية دون التخلي عن العمل العملي"",""قد يعيق التركيز على العمل العملي القدرة على التواصل بشكل فعّال"",""قد تميل للتردد في اتخاذ القرارات عندما تتعارض الاحتياجات المختلفة""]";"[""تخطيط المدن"",""صحفي استقصائي"",""مهندس مدني"",""باحث بيولوجي"",""مهندس بيئي"",""مسؤول السلامة""]";"[""التخطيط المجتمعي"",""علوم بيئية"",""دراسات الإستدامة"",""إدارة الموارد البشرية"",""تكنولوجيا البناء"",""الهندسة المدنية""]";2025-12-04 13:31:29.37474+00;;[];[];[];[]
5a468ce3-f526-467a-a7b7-533cfc7c6e08;ICR;تجمع هذه الشخصية بين الفضول للاستكشاف والتحليل، والقدرة على العمل ضمن الهياكل والإطارات المنظمة، مع الفضول للعمل العملي والملموس. إنها ميزة تعكس التفكير العملي مع القدرة على فهم وتحليل النظريات والبيانات بشكل دقيق.;"[""الاستقصاء والتحليل: القدرة على جمع البيانات وتحليلها بدقة لفهم النظريات والمفاهيم"",""التنظيم والهيكلة: القدرة على العمل ضمن الإطارات المنظمة والبنى الهيكلية"",""العمل العملي: القدرة على التعامل مع المشاكل والمواقف بشكل عملي وملموس"",""الدقة في التنفيذ: القدرة على إنجاز المهام بدقة عالية ومعايير صارمة""]";"[""قد تميل للالتزام الصارم بالقواعد مما يحد من الابتكار"",""قد تواجه صعوبة في التعامل مع المواقف الغامضة أو غير المحددة"",""قد تجد صعوبة في قبول التغييرات في الإجراءات المعتادة"",""قد تحتاج لتطوير مهارات المرونة في حل المشكلات المعقدة""]";"[""محلل بيانات"",""منسق الخدمات اللوجستية"",""مدير مالي"",""مهندس ميكانيكي"",""إدارة المشتريات"",""إدارة الجودة""]";"[""علوم الحاسوب"",""الإدارة اللوجستية"",""تكنلوجيا المعلومات"",""الهندسة الميكانيكية"",""المحاسبة"",""التخطيط الإداري""]";2025-12-04 13:31:29.37474+00;;[];[];[];[]
3aff27bf-3ca1-481f-ae86-0a70f22ab397;CRS;تركز على النظام والتطبيق العملي مع مراعاة الجانب الاجتماعي. وظيفتك التأكد من أن القوانين تطبق على أرض الواقع لحماية المجتمع.;"[""التفتيش والرقابة: القدرة على إجراء عمليات التفتيش والمتابعة بشكل شامل ودقيق"",""تطبيق اللوائح بحزم: القدرة على تطبيق الأنظمة والقوانين بصرامة وعدالة"",""النزاهة والموضوعية: القدرة على إصدار أحكام موضوعية بعيداً عن التحيز الشخصي"",""كتابة التقارير الميدانية: القدرة على توثيق الملاحظات والنتائج بشكل واضح ومهني""]";"[""قد تميل للتمسك بالطرق المعتادة حتى لو لم تكن الأفضل"",""قد تواجه صعوبة في قيادة التغيير في بيئة العمل"",""قد تجد صعوبة في التعامل مع المهام التي تتطلب ارتجالاً"",""قد تحتاج لتطوير مهارات المرونة والتكيف السريع""]";"[""مفتش سلامة مهنية"",""مراقب بلدي"",""فني جمارك"",""مراقب جودة أغذية"",""مشرف أمن وسلامة""]";"[""الصحة والسلامة المهنية"",""علوم البيئة"",""القانون"",""تقنية سلامة الأغذية"",""الإدارة الفنية""]";2025-12-09 22:48:50.459082+00;;[];[];[];[]
b6c56a4f-68fa-49bd-8ff5-f81efd656f1a;ISA;هذه الشخصية تجمع بين الفضول والقدرة على التحليل، مع القدرة على التواصل الاجتماعي والإبداع. إنها ميزة تعكس القدرة على فهم المفاهيم المعقدة والتواصل بفعالية مع الآخرين بشكل إبداعي.;"[""الفضول والتحليل: القدرة على البحث والتحليل وفهم الأمور بعمق"",""المهارات الاجتماعية: القدرة على التواصل مع الآخرين وبناء العلاقات الاجتماعية بشكل فعّال"",""الإبداع والتصوير: القدرة على التعبير عن الأفكار والمشاعر بشكل إبداعي وفني"",""التفكير المتعدد الأبعاد: القدرة على رؤية المواقف من زوايا مختلفة""]";"[""قد يكون من الصعب التركيز على مهمة واحدة بسبب الفضول والاهتمام بعدة مجالات"",""قد يكون من الصعب التكيف مع بيئات العمل التي تتطلب التركيز على العمل الاجتماعي أو الفني دون التضحية بالفضول"",""قد تواجه صعوبة في تنظيم وترتيب الأفكار والمشاريع بسبب الاهتمام بعدة جوانب"",""قد تميل للتنقل بين المشاريع قبل إتمامها بالكامل""]";"[""باحث في الدراسات الإسلامية"",""إدارة التواصل الإجتماعي"",""مصمم جرافيك"",""إدارة المشاريع الثقافية"",""محلل بيانات""]";"[""انثروبولوجيا (علم الإنسان)"",""الفلسفة / الفكر الإسلامي"",""التسويق والإعلان"",""الفنون الجميلة"",""علم الإجتماع"",""علم النفس""]";2025-12-04 13:31:29.37474+00;;[];[];[];[]
498be960-6233-41df-b74b-41ec04d37598;ISR;هذه الشخصية تجمع بين القدرة على التعامل مع المهام العملية والملموسة، والقدرة على التواصل مع الآخرين وبناء العلاقات الاجتماعية، مع الفضول والقدرة على الاستقصاء والتحليل. من المحتمل أن تكون قادرًا على حل المشكلات وتحب العمل على حلول عملية بينما تكون واعيًا اجتماعيًا وترغب في إحداث فرق.;"[""التفكير التحليلي: القدرة على التفكير النقدي وحل المشاكل بشكل منهجي"",""العمل العملي: القدرة على التعامل مع المهام والمشاريع العملية بكفاءة"",""المهارات الاجتماعية: القدرة على التواصل بشكل فعال والتفاعل مع الآخرين بشكل إيجابي"",""حل المشكلات المعقدة: القدرة على تحليل المشكلات وإيجاد حلول عملية ومبتكرة""]";"[""قد تجد صعوبة في الموازنة بين الحاجة للتحليل العميق والتفاعل الاجتماعي المستمر"",""قد تواجه صعوبة في التكيف مع التغيرات السريعة أو غير المتوقعة في بيئة العمل"",""قد تحتاج إلى تطوير المرونة في التعامل مع المهام التي لا تحتوي على إرشادات واضحة"",""قد تميل للتركيز على الجوانب التقنية على حساب الجوانب الإنسانية""]";"[""تخطيط المدن"",""صحفي استقصائي"",""مهندس مدني"",""باحث بيولوجي"",""مهندس بيئي"",""مسؤول السلامة""]";"[""التخطيط المجتمعي"",""علوم بيئية"",""دراسات الإستدامة"",""إدارة الموارد البشرية"",""تكنولوجيا البناء"",""الهندسة المدنية""]";2025-12-04 13:31:29.37474+00;;[];[];[];[]
207c0fa0-fe21-42d0-afaf-d5cc82aa89ac;IRC;هذه الشخصية تجمع بين الفضول والقدرة على التحليل، مع القدرة على التعامل مع المهام العملية والمنهجية، والتفاعل مع البيئة المهنية بشكل منظم وهادف.;"[""الفضول والتحليل: القدرة على البحث والتحليل وفهم الأمور بعمق"",""القدرة على العمل العملي: القدرة على التعامل مع المشاكل العملية وإيجاد الحلول المناسبة"",""التفكير المنهجي: القدرة على تنظيم الأفكار وتنفيذ الأنشطة بطريقة منظمة ومنهجية"",""الموضوعية: القدرة على تحليل المواقف بحيادية واتخاذ قرارات مبنية على الحقائق""]";"[""قد تميل للانغماس في التفاصيل مما قد يؤثر على رؤية الصورة الكاملة"",""قد تواجه صعوبة في التكيف مع التغييرات المفاجئة في خطط العمل"",""قد تجد صعوبة في التعامل مع المواقف التي تتطلب مرونة عالية"",""قد تحتاج لتطوير مهارات التفويض والثقة بقدرات الآخرين""]";"[""مهندس إلكترونيك / كهرباء / زراعة"",""خبير أشعة"",""محاسب"",""مطور برمجيات"",""عالم أوبئة وأمراض""]";"[""الهندسة الكهربائية / الكترونيك / الزراعة"",""علوم الكمبيوتر"",""المحاسبة والإقتصاد"",""علم الاوبئة والأمراض"",""هندسة النظم"",""مختبرات طبية""]";2025-12-04 13:31:29.37474+00;;[];[];[];[]
